order,name,altName,cer,lat,lon,writ,type,countr,ha,bibl
962,Teišebai URU,"Teišebai URU, Teišebai-URU, Teišeba, Teisheba, Teišebaini, Teishebaini, Karmir blur, Karmir-blur, Կարմիր բլուր",1,40.15358685587648,44.45269887985066,–,"fortress, city","Urarṭu, Armenia",–,"<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Teišebai URU (Karmir-blur)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Teisheba/Karmir blur</a>, <a href='https://pleiades.stoa.org/places/863822' target='_blank'>Pleiades: Karmir-blur</a>"
1068,Tel Motza,"Tel Motza, Tel Moza, Khirbet Mizza, Motza, Mozah, Motsa, Moza, מֹּצָה, מוֹצָא‎, Ammaous, Kolonia, Qaluniya, قالونيا‎",–,31.79445,35.16378,"מֹּצָה, מוֹצָא","village, temple","Iaʾūdu, Israel",–,"Joshua 18:26, <a href='https://pleiades.stoa.org/places/687979' target='_blank'>Pleiades: Moza/Ammaous/Kolonia</a>, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Moza (Tel Moza)</a>, <a href='https://www.geonames.org/294148/moza.html' target='_blank'>Geonames: Moẕa</a>"
964,Tell Razzuq,Tell Razzuq,–,–,–,–,–,"Sūḫu, Iraq, Ḥadītha area, Ḥamrīn area",–,RIMB 2: 328
963,Tell al-Hawa,"Razama, Tall al-Hawā, Tall al-Hawa, Tell al-Hawa, Tell el-Hawa, Tall al-Howa, تل الهوى, Tall Hīwah, Tall Hiwah, تل هيوة, تل هيوه, Tel Hizof, Tel Hîzof, Til Hizof, تەل ھيزۆف",–,36.748449,42.30115215,–,"city (?), town (?)",Iraq,–,"<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Tell el-Hawa)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Tall al-Hawa</a>, <a href='https://pleiades.stoa.org/places/874728' target='_blank'>Pleiades: Tell al-Hawa</a>, <a href='https://books.openedition.org/cdf/4487' target='_blank'>MTT I/3: Tall al-Hawa (HIGEOMES Nr. 59)</a>, <a href='https://www.geonames.org/7103777/tall-hiwah.html' target='_blank'>Geonames: Tall Hīwah</a>"
965,Temaʾ,"Temaʾ, Tema, Tēma, Tayma, Ṭaymā, Thaima, Taymāʾ, تيماء, تيما, Tēmān, תֵּימָן",1,27.62683453820034,38.54953402266125,–,"city, oasis","Arabian Peninsula, Saudi Arabia",–,"<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Tayma</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Ṭaymā/Tema</a>, <a href='https://pleiades.stoa.org/places/814739' target='_blank'>Pleiades: Thaima</a>"
1188,Tesammia,Tesammia,–,–,–,"URU.te-sa-am-mi-a, 𒌷𒋼𒊓𒄠𒈪𒀀","city, fortified city","Mannāja, Zikirtu, Aukanê, Iran",–,"Bagg RGTC 7 3/2: 561, Parpola Toponyms: 351, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Tesammia)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Tesammia)</a>"
967,Tigris Tunnel,"Tigris Tunnel, Rēš ēni ša Diglat, Rēš-ēni-ša-Diglat, Rēš Diglat, Rēš-Diglat, Source of Tigris, Source-of-Tigris, Source of the Tigris River, Source-of-the-Tigris-River, Birkleyn, Berkilin, Berkilin Çay, Birklin, Dicle Tüneli",–,38.52966017324297,40.54764653385745,"SAG IGI šá ÍD.ḪAL.ḪAL, 𒊕 𒅆 𒃻 𒀀𒇉𒄬𒄬, SAG e-ni šá ÍD.ḪAL.ḪAL, 𒊕 𒂊𒉌 𒃻 𒀀𒇉𒄬𒄬, SAG ÍD.ḪAL.ḪAL, 𒊕 𒀀𒇉𒄬𒄬","monument, river","Naʾiri, Urarṭu, Turkey",3 D2,"Helsinki Atlas: 33 (map 3 D2), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Birkleyn / Tigris Tunnel)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Dicle Tüneli</a>"
969,Til-Barsib,"Til-Barsib, Til-Barsip, Tīl-Barsip, Tīl-Barsib, Tarbusībi, Kār-Salmānu-ašarēd, Kār-Salmaneser, Kār Šulmānu-ašarēd, Mazuwati, Masuwari, Tell Aḥmar, Tell Ahmar",1,36.67442976010499,38.12095051439576,–,"prov. capital, city",Syria,3 B4,"Helsinki Atlas: 17 (map 3 B4), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Til-Barsip / Masuwari (Tell Ahmar)</a>, <a href='https://pleiades.stoa.org/places/658410' target='_blank'>Pleiades: Bersiba</a>"
970,Til-Baserê,"Til-Bašerê,Til-Baserê, Tell Bašir, Tilbeşar",2,36.87277733486835,37.55931140177385,–,town,Turkey,2 D4,"Helsinki Atlas: 17 (map 2 D4), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Til-Bašerê? (Tilbeşar)</a>"
977,Til-Tūri,"Til-Tūri, Til-Turi, Til-tūri, Til-turi, Thiltauri (?), Tall Tūrīn, Tall Turin, Tell Tūrin, Tell Toûrîne, Tell Tourine, Taltourine, تل تورين, ʿAğāmī (?), ‘Ajamī (?), Aajami (?), Adjimi (?), عجمي, Al ‘Arīmah (?), Al ‘Arimah (?), العريمة, ‘Arime (?), Tšorakli (?)",1,36.4475145,37.6997425,"URU.DU₆-tu-u₂-ri, 𒌷𒇯𒌅𒌑𒊑",city,"Bīt-Adini (?), Bīt-Agūsi (?), Syria",2 D4,"Bagg RGTC 7 1: 257 (Til-tūri), Helsinki Atlas: 17 (map 2 D4), Parpola Toponyms: 356, <a href='https://pleiades.stoa.org/places/135544311' target='_blank'>Pleiades: Til-Tūri</a>, <a href='https://www.geonames.org/163426/tall-turin.html' target='_blank'>Geonames: Tall Tūrīn</a>, <a href='https://www.geonames.org/174043/al-arimah.html' target='_blank'>Geonames: Al ‘Arīmah/‘Ajamī</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Til-Turi</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Til-Turi [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Til-Turi [1])</a>"
968,Til-abnē,"Til-abnē, Til-abne, Til-abnī, Tīl-abni, Tīl-abnī, Til-abnâ, Til-abna, Til-Abnu, Till-abnim, Til-Abnim, Tillabnim, Tall al-Qiṭār, Tell Qitar, Tall al-Qiṭar, تل القطار, Thallaba (?), Tul ʿAba (?), Tell ʿArbush (?), ‘Arbūsh (?), عربوش, Siverek (?)",4,36.38354191830683,38.18028782853696,"URU.DU₆-NA₄, 𒌷𒇯𒉌𒌓, URU.DU₆-NA₄.MEŠ, 𒌷𒇯𒉌𒌓𒈨𒌍, URU.DU₆-ab-na-a-a, 𒌷𒇯𒀊𒈾𒀀𒀀, URU.DU₆-NA₄-a-a, 𒌷𒇯𒉌𒌓𒀀𒀀, URU.DU₆-NA₄-na-a-a, 𒌷𒇯𒉌𒌓𒈾𒀀𒀀, URU.DU₆-NA₄.MEŠ-a-a, 𒌷𒇯𒉌𒌓𒈨𒌍𒀀𒀀","fortified city, country",Syria,–,"Bagg RGTC 7 1: 252–253, Parpola Toponyms: 352 (Til-abnâ), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Til-Abnu? (Tell Qitar)</a>, <a href='https://books.openedition.org/cdf/4487' target='_blank'>MTT I/3: Tall al-Qitar/Till-Abnim (HIGEOMES Nr. 97)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Tall al-Qiṭar</a>, Olmstead (1918): <i>The Calculated Frightfulness of Ashur Nasir Apal</i>. JAOS 38. 245 (Thallaba/Tul 'Aba) and 262 (Tul Abna), Ur (2010): <i>Urbanism and Cultural Landscapes in northeastern Syria</i>. 142–143 (Tell 'Arbush/Thallaba), <a href='https://www.geonames.org/173049/-arbush.html' target='_blank'>Geonames: ‘Arbūsh</a>, <a href='http://wikimapia.org/30118363/Tell-Arbush-Thallaba' target='_blank'>Wikimapia: Tell 'Arbush (Thallaba)</a>, <a href='https://omnesviae.org/#!iter_TPPlace2672_ROMA' target='_blank'>OmnesViae: Roman Routeplanner</a>, <a href='https://upload.wikimedia.org/wikipedia/commons/5/50/TabulaPeutingeriana.jpg' target='_blank'>Tabula Peutingeriana: Thallaba</a>, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Siverek)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic Names (Til-abnayu [of Til-abne])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Til-abne [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Til-abne [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Til-abne [1])</a>"
973,Til-līni,"Til-līni, Til-lini, Tillīni",–,–,–,"URU.DU₆-li-i-ni, 𒌷𒇯𒇷𒄿𒉌, URU.DU₆-li-ni, 𒌷𒇯𒇷𒉌, URU.DUL-li-ni, 𒌷𒌋𒌆𒇷𒉌",town,"Ḫarrānu, Turkey (?), Syria (?)",–,"Bagg RGTC 7 2/2: 601, Parpola Toponyms: 356 (Til-...), <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Til-lini [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Til-lini [1])</a>"
974,Til-naḫīri,Til-naḫīri,–,–,–,–,town,"Assyria, Ḫābūr territory",–,RGTC 7 2/2: 603-604
975,Til-raḫajāte,Til-raḫajāte,–,–,–,–,town,"Central Assyria, East Ǧazīra",–,RGTC 7 2/2: 605
976,Til-ša-Abtāni,"Til-ša-Abtāni, Tell as-Sulaima, Tell es-Suleimeh",3,34.1677,45.1035,–,town,–,10 E2,"Helsinki Atlas: 17 (map 10 E2), <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Awal, Sulaiymah (mod. Himrin)</a>, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Awal (Tell es-Suleimeh)</a>, <a href='https://www.geonames.org/98776/salimah.html' target='_blank'>Geonames: Salīmah</a>"
971,Til-ḫarrapina,"Til-ḫarrapina, Til-ḫardušina",–,–,–,–,town,Assyria,–,RGTC 7 2/2: 598
972,Til-ḫauar,"Til-ḫauar, Til-hauar, Til-ḫawar, Bad-ḫawar, Badḫawar",–,–,–,"URU.til-ḫa-ú-ar, 𒌷𒌀𒄩𒌑𒅈",town,"Assyria, Iraq",–,"Bagg RGTC 7 2/2: 599, Parpola Toponyms: 64 (Badḫawar), <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Til-hauar [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Til-hauar [1])</a>"
978,Tilgarimmu,"Tilgarimmu, Til-garimmu, Til-Garimmu, Til-garimme, Tīl-Garimme, Tagari, Ta-garimmu, Tegarama, Tagarama, Takarama, Lakarma, Lukarma, Gauraina, Gauraene, Tōgarmâ, Tôgarmāh, Togarma, Togarmah, תֹּגַרְמָה, Gürün, Gurun, İnönü, Inonu, Akçadağ (?), Arga (?)",3,38.72225,37.27097,"URU.DU₆-ga-ri-im-me, 𒌷𒇯𒂵𒊑𒅎𒈨, URU.DU₆-ga-rim-me, 𒌷𒇯𒂵𒆸𒈨, URU.DU₆-ga-rim-mu, 𒌷𒇯𒂵𒆸𒈬, URU.ta-ga-ri-im-mu, 𒌷𒋫𒂵𒊑𒅎𒈬","city, fortified city, prov. capital, province (?)","Melīdi, Kammānu, Turkey",2 D2,"Bagg RGTC 7 1: 256–257, Helsinki Atlas: 17 (map 2 D2), Parpola Toponyms: 353–354, Parpola Toponyms: 343 (Tagari), Yamada (2006): <i>The City of Togarma in Neo-Assyrian Sources</i>. Altorientalische Forschungen 33: 223–236, <a href='https://www.geonames.org/313314/gueruen.html' target='_blank'>Geonames: Gürün</a>, <a href='https://pleiades.stoa.org/places/628982' target='_blank'>Pleiades: Gauraina</a>, <a href='https://www.geonames.org/324953/akcadag.html' target='_blank'>Geonames: Akçadağ</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Til-garimmu [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Til-garimmu [1])</a>"
979,Tillê,"Tillê, Tille, Tiluli, Tīl-uli, Tall Rumailān, Tell Rumailān, Tall Rumaylan, Tall Roumeilane, تل رميلان, Tall Rumaīlān Kabīr, Tall Rumaylān Kabīr, Tall Rumaylan Kabir, تل رميلان كبير, Tall Rumaylān al Kabīr, Tall Rumaylan al Kabir, Tell Roumelane Kebir, Rumaylan Tahtani, Tall Ğilāġa (?), Jīl Āghā (?), Jil Agha (?), جل أغا, Al Jawādīyah (?), Al Jawadiyah (?), الجوادية",4,36.9483767049872,41.96987719907926,"KUR.til-le-e, 𒆳𒌀𒇷𒂊, til-le-e, 𒌀𒇷𒂊, til-li₃-e, 𒌀𒅆𒂊, URU.DU₆-le-e, 𒌷𒇯𒇷𒂊, URU.til, 𒌷𒌀, URU.til-e, 𒌷𒌀𒂊, URU.til-le-e, 𒌷𒌀𒇷𒂊, URU.til-le-ia, 𒌷𒌀𒇷𒅀, URU.til-li₃-e, 𒌷𒌀𒅆𒂊, URU.til-la-a-a, 𒌷𒌀𒆷𒀀𒀀, URU.DU₆-u₂-li, 𒌷𒇯𒌑𒇷, URU.ti-lu-li, 𒌷𒋾𒇻𒇷","prov. capital, city, province","Katmuḫi, Tillê, Syria",4 A5,"Bagg RGTC 7 2/2: 600–601 (Tillê), Bagg RGTC 7 2/2: 609 (Tiluli (2)), Helsinki Atlas: 17 (map 4 A5), Parpola Toponyms: 356–357 (Tillê), Parpola Toponyms: 357 (Tiluli), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Tell Rumaylan)</a>, <a href='https://books.openedition.org/cdf/4487' target='_blank'>MTT I/3: Tall Rumaylan (HIGEOMES Nr. 782)</a>, <a href='https://www.geonames.org/165217/tall-rumaylan-kabir.html' target='_blank'>Geonames: Tall Rumaylān Kabīr</a>, <a href='https://www.geonames.org/173711/al-jawadiyah.html' target='_blank'>Geonames: Al Jawādīyah / Jīl Āghā</a>, <a href='http://oracc.museum.upenn.edu/saao/knpp/peoplegodsplaces/index.html' target='_blank'>Knowledge and Power: Tille</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Tille</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Tille [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Tille [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Tille [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Tille [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Tille [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic Names (Tillaya [of Tille])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>ATAE Glossary: Ethnic Names (Tillaya [of Tille])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Tiluli [2])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Tiluli [2])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Tiluli [2])</a>"
980,Tilmun,"Tilmun, Dilmun, Failaka, al-Baḥrain, Tylos",2,–,–,–,territory,–,17 A4,Helsinki Atlas: 17 (map 17 A4)
981,Timnaʾ,"Timnaʾ, Timna', Τάμνα, Thomna, Thumna",1,15.01919248859713,45.8046712873449,–,city,Yemen,–,"<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Timna'</a>, <a href='https://pleiades.stoa.org/places/39430' target='_blank'>Pleiades: Tamna</a>"
982,Timur,Timur,–,–,–,–,fortress,Quwê (country),–,–
983,Tirza,"Tirza, Tirzah, Tell el-Far'ah, Tell el-Far'ah (north)",–,32.287387,35.337803,תִּרְצָה,"city, royal city","Israel, Bīt-Ḫumrî",–,–
984,Tiʾi,Tiʾi,–,–,–,"URU.ti-ʾi-i, 𒌷𒋾𒀪𒄿",town,"Assyria, Dūr-Šarrukīn province, Iraq",–,"Bagg RGTC 7 2/2: 596, Parpola Toponyms: 351, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Tiʾi [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Tiʾi [1])</a>"
986,Tubliaš,"Tubliaš, Tublijaš, Tupliaš, Tupliyaš, Tuplijaš, Tubuliaš, Tubuliʾaš, Tupliʾaš, Tubliʾaš, Nār-Tupliʾaš, Nahr aṭ-Ṭīb, Nahr aţ Ţīb, Nahr at Tib, Nahr ol Ţayyeb, Nahr ol Tayyeb, نهر الطيب, Rūdkhāneh-ye Meymeh, Rudkhaneh-ye Meymeh, Rūdkhānat Mīmah, Rudkhanat Mimah, رودخانة ميمة, رودخانۀ ميمه, Āb-i-Maīma, Rūd-e Meymeh, Rūd-e Doveirič (?), Rūd-e Doveyrīch (?), Rud-e Doveyrich (?), Rūdkhāneh-ye Doveyrīj (?), Rudkhaneh-ye Doveyrech (?), رودخانِۀ دُوِيريچ, رودخانه دويريج, Nahr Duwayrīj (?), Rudkhaneh-ye Dowberij (?), رودخانه دوبریج",2,–,–,"ÍD.tup-li-aš, 𒀀𒇉𒁾𒇷𒀸, ÍD.tup-li-áš, 𒀀𒇉𒁾𒇷𒀾, ÍD.tup-li-ia-aš, 𒀀𒇉𒁾𒇷𒅀𒀸, ÍD.tup-li-ia-áš, 𒀀𒇉𒁾𒇷𒅀𒀾, ÍD.tu-bu-li-ʾa-áš, 𒀀𒇉𒌅𒁍𒇷𒀪𒀾","river, territory","Babylonia, Elam, Iraq, Iran",11 C4,"Bagg RGTC 7 3/2: 768–769 (Tuplijaš 2), Helsinki Atlas: 17 (map 11 C4), Parpola Toponyms: 358 (Tublijaš), <a href='https://www.geonames.org/90155/rudkhaneh-ye-meymeh.html' target='_blank'>Geonames: Rūdkhāneh-ye Meymeh</a>, <a href='https://www.geonames.org/6719687/nahr-ol-tayyeb.html' target='_blank'>Geonames: Nahr ol Ţayyeb</a>, <a href='https://www.geonames.org/96844/rud-e-doveyrich.html' target='_blank'>Geonames: Rūd-e Doveyrīch</a>, <a href='https://www.geonames.org/135834/rudkhaneh-ye-dowberij.html' target='_blank'>Geonames: Rūdkhāneh-ye Dowberīj</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Tubliaš</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-waters/onebigfile.html' target='_blank'>ATAE Glossary: Watercourses (Tupliaš [2])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-waters/onebigfile.html' target='_blank'>SAAo Glossary: Watercourses (Tupliaš [2])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-waters/onebigfile.html' target='_blank'>RIAo Glossary: Watercourses (Tupliyaš [2])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-waters/onebigfile.html' target='_blank'>RINAP Glossary: Watercourses (Tupliyaš [2])</a>"
987,Tugliš,"Tugliš, Tugliyaš, Tuglijaš, Tubliš, Tubliaš, Tublijaš, Tupliaš, Tuplijaš, Tupliyaš, Kermānšāh, Kermansah, Kermanshah, Kermānshāh, کرمانشاه, Mandalī (?), Mandali (?), مندلي",2,34.31417,47.065,"tu-ub-li-iš, tu-up-li-iš, 𒌅𒌒𒇷𒅖, KUR.tug-li-áš, 𒆳𒌇𒇷𒀾, KUR.tug-li-ia-áš, 𒆳𒌇𒇷𒅀𒀾, KUR.tup-li-áš, 𒆳𒁾𒇷𒀾, KUR.tup-li-ia-áš, 𒆳𒁾𒇷𒅀𒀾",region,"Namri, Iran, Iraq (?)",11 B2,"Bagg RGTC 7 3/2: 572–573 (Tuplijaš 1), Helsinki Atlas: 17 (map 11 B2), Parpola Toponyms: 358 (Tublijaš), <a href='https://www.geonames.org/128226/kermanshah.html' target='_blank'>Geonames: Kermanshah</a>, <a href='https://www.geonames.org/93709/mandali.html' target='_blank'>Geonames: Mandalī</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Niqi-Tubliš, Tubliš</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Tupliyaš [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Tupliyaš [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Niqi-Tubliš [1])</a>"
989,Tulul al-Lak,"Tulul al-Lak, Qaryat al-Lak",–,36.299303,43.263063,–,–,"Assyria, Iraq",–,<a href='https://pleiades.stoa.org/places/741318296' target='_blank'>Pleiades: Qaryat al-Lak</a>
1195,Tummu,"Tummu, Tumme",–,–,–,"KUR.tu-um-mi, 𒆳𒌅𒌝𒈪, KUR.tum₄-me, 𒆳𒉏𒈨",territory,Naʾiri,–,"Bagg RGTC 7 3/2: 570 (Tumme 1), Parpola Toponyms: 359, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Tummu)</a>"
991,Tunip,"Tunip, Asharneh, al-Ašārina, Ašarne, Tell Ašarne, Tell Asharneh, Qarqar (alt. loc.), Tell Acharneh, ‘Acharneh, Acharneh, Al-Asharinah, العشارنة",4,35.28390440908216,36.39936135109527,–,city,Syria,8 B1,"Helsinki Atlas: 17 (map 8 B1), <a href='http://www.acharneh.hst.ulaval.ca/english/frameInter.html' target='_blank'>Tell Acharneh Project</a>, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Tunip? (Asharneh)</a>"
992,Tunna,"Tunna, Dunna, Aladaǧ",2,–,–,–,mountain,–,2 B3,Helsinki Atlas: 17 (map 2 B3)
993,Turlu Höyük,"Turlu Höyük, Tell Turlu",–,37.75892,37.06912,–,–,Turkey,–,<a href='https://pleiades.stoa.org/places/201144661' target='_blank'>Pleiades: Turlu Höyük</a>
994,Turna,"Turna, Diyāla, Diyala",1,–,–,–,river,–,10 D3,Helsinki Atlas: 17 (map 10 D3)
995,Turnû,"Turnû, Turnu",–,–,–,"URU.tur-nu-a-a, 𒌷𒌉𒉡𒀀𒀀",town,"Assyria, Iraq",–,"Bagg RGTC 7 2/2: 614, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>ATAE Glossary: Ethnic Names (Turnuaya [from Turnu])</a>"
996,Tursāna,"Tursāna, Turšā, Turšān, Tell Māḥūz",2,35.49155,43.83659,–,town,–,10 C1,Helsinki Atlas: 17 (map 10 C1)
1189,Turtani,"Turtani, Turtānu, Turtanu",–,–,–,"KUR.tu-ur-ta-ni, 𒆳𒌅𒌨𒋫𒉌",mountain,"Māzamua, Iraq",–,"Bagg RGTC 7 3/2: 573, Parpola Toponyms: 360 (Turtānu), <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Turtani [MOUNT TURTANI])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Turtani [MOUNT TURTANI])</a>"
999,Tuttul,"Tuttul, Tell Bi'a",1,35.95769717739928,39.04765257021229,–,city,Syria,–,<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Tuttul (Tell Bi'a)</a>
1000,Tutub,"Tutub, Khafaja",–,33.35566,44.55556,–,–,–,–,–
998,Tušḫan,"Tušḫan, Tušhan, Ziyāret Tepe, Ziyaret Tepe",3,37.79324242090923,40.79327286803895,–,"prov. capital, city",Turkey,3 D3,"Helsinki Atlas: 17 (map 3 D3), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Tušhan (Ziyaret Tepe)</a>"
1111,Tuʾmūna,"Tuʾmūna, Tuʾmuna, Tuʾmana, Tuʾumuna",–,–,–,"KUR.tu-uʾ-mu-na, 𒆳𒌅𒀪𒈬𒈾, LÚ.tu-uʾ-mu-na, 𒇽𒌅𒀪𒈬𒈾, LÚ.KUR.tu-uʾ-mu-na, 𒇽𒆳𒌅𒀪𒈬𒈾, LÚ.tu-uʾ-ma-na-a-a, 𒇽𒌅𒀪𒈠𒈾𒀀𒀀, LÚ.tu-uʾ-na-a-a, 𒇽𒌅𒀪𒈾𒀀𒀀, LÚ.KUR.tu-uʾ-mu-na-a-a, 𒇽𒆳𒌅𒀪𒈬𒈾𒀀𒀀","Aramean tribe, territory","Babylonia, Iraq",–,"Bagg RGTC 7 3/2: 570–571, Parpola Toponyms: 358 (Tuʾmuna)"
